Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
is immediate lymphatic reconstruction cost-effective?,https://pubmed.ncbi.nlm.nih.gov/31850991/,01,12,2021,Annals of surgery,274,6,1528-1140,Anna Rose,Johnson,"Division of Plastic and Reconstructive Surgery, Beth Israel Deaconess Medical Center, Boston, Massachusetts.",Ammar,Asban,Melisa D,Granoff,Christine O,Kang,Bernard T,Lee,Abhishek,Chatterjee,Dhruv,Singhal,,,"Department of Surgery, University of Alabama at Birmingham, Birmingham, Alabama.","Division of Plastic and Reconstructive Surgery, Beth Israel Deaconess Medical Center, Boston, Massachusetts.","Division of Plastic and Reconstructive Surgery, Beth Israel Deaconess Medical Center, Boston, Massachusetts.",,,,,,,,,,,,,,,"Division of Plastic and Reconstructive Surgery, Beth Israel Deaconess Medical Center, Boston, Massachusetts.","Department of Surgery, Tufts University Medical Center, Boston, Massachusetts.","Division of Plastic and Reconstructive Surgery, Beth Israel Deaconess Medical Center, Boston, Massachusetts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prostate cancer screening: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/7798064/,XX,07,1995,The Journal of family practice,41,1,0094-3509,S B,Cantor,"Department of Family Medicine, University of Texas Medical Branch at Galveston, USA.",S J,Spann,R J,Volk,M P,Cardenas,M M,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of stereotactic body radiotherapy and surgery for medically operable early stage non small cell lung cancer,https://pubmed.ncbi.nlm.nih.gov/29706462/,26,04,2018,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,128,3,1879-0887,Adrien,Paix,"Radiotherapy Department, Centre Paul Strauss, 67065 Strasbourg cedex, France. Electronic address: apaix@strasbourg.unicancer.fr.",Georges,Noel,Pierre-Emmanuel,Falcoz,Pierre,Levy,,,,,,,,,"Radiotherapy Department, Centre Paul Strauss, 67065 Strasbourg cedex, France; Radiobiology Laboratory EA 3430, Federation of Translational Medicine in Strasbourg (FMTS), Strasbourg University, France.","Thoracic Surgery Department, Strasbourg University Hospital, France.","LEDa - LEGOS, Université Paris - Dauphine, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
should immediate breast reconstruction be performed in the setting of radiotherapy? an ethical analysis,https://pubmed.ncbi.nlm.nih.gov/31702410/,08,11,2019,Journal of plastic surgery and hand surgery,54,2,2000-6764,Emma,Hansson,"Department of Plastic and Reconstructive Surgery, The Sahlgrenska Academy, Gothenburg University. Sahlgrenska University Hospital, Gothenburg, Sweden.",Anna,Elander,Håkan,Hallberg,Lars,Sandman,,,,,,,,,"Department of Plastic and Reconstructive Surgery, The Sahlgrenska Academy, Gothenburg University. Sahlgrenska University Hospital, Gothenburg, Sweden.","Department of Plastic and Reconstructive Surgery, The Sahlgrenska Academy, Gothenburg University. Sahlgrenska University Hospital, Gothenburg, Sweden.","Department of Medical and Health Sciences, National Center for Priority Setting in Health-Care, Linköping University, Linköping, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
value of pet-ct in avoiding multimodality therapy in operable cervical cancer,https://pubmed.ncbi.nlm.nih.gov/20683414/,XX,08,2010,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,20,6,1525-1438,Bhupesh K,Goyal,"Department of Obstetrics and Gynecology, Army Hospital (Research & Referral), New Delhi, India. bkgnona@gmail.com",Harkirat,Singh,Krishan,Kapur,Bhupinder S,Duggal,Mattakarottu J,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimizing oropharyngeal cancer management by using proton beam therapy: trends of cost-effectiveness,https://pubmed.ncbi.nlm.nih.gov/34419008/,21,08,2021,BMC cancer,21,1,1471-2407,Guo,Li,"Department of Radiation Oncology, Affiliated Cancer Hospital & Institute of Guangzhou Medical University, Guangzhou, Guangdong, 510095, P. R. China.",Yun-Fei,Xia,Yi-Xiang,Huang,Deniz,Okat,Bo,Qiu,Jerome,Doyen,Pierre-Yves,Bondiau,Karen,Benezery,"State Key Laboratory of Oncology in South China and Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, 651 Dongfeng East Road, Guangzhou, Guangdong, 510060, P. R. China.","Department of Health Management, Public Health Institute of Sun Yat-sen University, Guangzhou, Guangdong, 510000, P. R. China.","Department of Finance, Hong Kong University of Science and Technology, Kowloon, Hong Kong, P. R. China.",Jin,Gao,Chao-Nan,Qian,,,,,,,,,,,"State Key Laboratory of Oncology in South China and Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, 651 Dongfeng East Road, Guangzhou, Guangdong, 510060, P. R. China.","Department of Radiation Oncology, Antoine Lacassagne Cancer Center, University of Nice-Sophia, 06189, Nice, France.","Department of Radiation Oncology, Antoine Lacassagne Cancer Center, University of Nice-Sophia, 06189, Nice, France.","Department of Radiation Oncology, Antoine Lacassagne Cancer Center, University of Nice-Sophia, 06189, Nice, France.","Department of Radiation Oncology, The First Affiliated Hospital of University of Science and Technology of China, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui, 230031, P. R. China.","State Key Laboratory of Oncology in South China and Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, 651 Dongfeng East Road, Guangzhou, Guangdong, 510060, P. R. China. qianchn@sysucc.org.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an oral cavity carcinoma nomogram to predict benefit of adjuvant radiotherapy,https://pubmed.ncbi.nlm.nih.gov/23680917/,XX,06,2013,JAMA otolaryngology-- head & neck surgery,139,6,2168-619X,Samuel J,Wang,"Department of Radiation Medicine, KPV4, Oregon Health&Science University, 3181 SW Sam Jackson Park Rd, Portland, OR 97239-3098, USA. wangsa@ohsu.edu",Snehal G,Patel,Jatin P,Shah,David P,Goldstein,Jonathan C,Irish,Andre L,Carvalho,Luiz P,Kowalski,Jennifer L,Lockhart,,,,John M,Holland,Neil D,Gross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy after breast-conservation surgery: how much is enough?,https://pubmed.ncbi.nlm.nih.gov/1496224/,XX,XX,1992,Seminars in surgical oncology,8,3,8756-0437,M,Deutsch,"Department of Radiation Oncology, University of Pittsburgh Health Center, Pennsylvania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a bayesian network and heuristic approach for systematic characterization of radiotherapy receipt after breast-conservation surgery,https://pubmed.ncbi.nlm.nih.gov/28659177/,28,06,2017,BMC medical informatics and decision making,17,1,1472-6947,Milton,Soto-Ferrari,"Health Systems Decision Support Laboratory (HSDS), Industrial and Entrepreneurial Engineering & Engineering Management Department, Western Michigan University, 4601 Campus Drive, Kalamazoo, 49008, MI, USA.",Diana,Prieto,Gitonga,Munene,,,,,,,,,,,"Health Systems Decision Support Laboratory (HSDS), Industrial and Entrepreneurial Engineering & Engineering Management Department, Western Michigan University, 4601 Campus Drive, Kalamazoo, 49008, MI, USA. diana.prieto@wmich.edu.","Western Michigan University School of Medicine, 1000 Oakland Drive, Kalamazoo, 49008, MI, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost effectiveness of external beam radiation therapy versus percutaneous image-guided cryoablation for palliation of uncomplicated bone metastases,https://pubmed.ncbi.nlm.nih.gov/32674872/,13,07,2020,Journal of vascular and interventional radiology : JVIR,31,8,1535-7732,Eric M,Chang,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.",Narek,Shaverdian,Nina,Capiro,Michael L,Steinberg,Ann C,Raldow,,,,,,,"Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York.","Department of Radiology, University of California Los Angeles, Los Angeles, California.","Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California.",,,,,,,,,,,,,,,"Department of Radiation Oncology, University of California Los Angeles, Los Angeles, California. Electronic address: ARaldow@mednet.ucla.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
application of influence diagrams to prostate intensity-modulated radiation therapy plan selection,https://pubmed.ncbi.nlm.nih.gov/15152921/,07,05,2004,Physics in medicine and biology,49,9,0031-9155,Jürgen,Meyer,"Department of Radiation Oncology, University of Washington Medical Center, PO Box 356043, Seattle, WA 98195, USA. Meyer_J@klinik.uni-wuerzburg.de",Mark H,Phillips,Paul S,Cho,Ira,Kalet,Jason N,Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
health economics of targeted intraoperative radiotherapy (targit-iort) for early breast cancer: a cost-effectiveness analysis in the united kingdom,https://pubmed.ncbi.nlm.nih.gov/28819067/,17,08,2017,BMJ open,7,8,2044-6055,Anil,Vaidya,"School of Public Health, University of Alberta, Edmonton, Canada.",Param,Vaidya,Brigitte,Both,Chris,Brew-Graves,Max,Bulsara,Jayant S,Vaidya,,,,,"O-ZONE 2.0 Inc. HEOR Consultancy, Edmonton, Canada.","Carl-Zeiss Meditec AG, Oberkochen, Germany.","Division of Surgery and Interventional Science, University College London, London, UK.",,,,,,,,,,,,,,,"Institute for Health Research, University of Notre Dame, Fremantle, Australia.","Division of Surgery and Interventional Science, University College London, London, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surveillance after prostate cancer radiotherapy: evaluation and management of toxicity and relapse,https://pubmed.ncbi.nlm.nih.gov/26278989/,13,08,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,6-7,1769-6658,G,Dupic,"Service de cancérologie radiothérapie, centre Jean-Perrin, 58, rue Montalembert, 63000 Clermont-Ferrand, France. Electronic address: guillaume.dupic@cjp.fr.",C,Hennequin,,,,,,,,,,,,,"Service de cancérologie radiothérapie, hôpital Saint-Louis, 1, avenue Claude-Vellefaux, 75010 Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment of cervical cancer,https://pubmed.ncbi.nlm.nih.gov/25090765/,XX,06,2014,La Revue du praticien,64,6,0035-2640,Cyril,Touboul,,Dounia,Skalli,Eric,Guillo,Michel,Martin,Emmanuelle,Mallaurie,Dhouha,Mansouri,Issam,Abd Al Samad,Naima,Chabi,,,,Sylvie,Hospitel,Martin,Koskas,Bassam,Haddad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of stereotactic body radiation therapy versus surgical resection for stage i non-small cell lung cancer,https://pubmed.ncbi.nlm.nih.gov/23720093/,29,05,2013,Cancer,119,17,1097-0142,Anand,Shah,"Department of Radiation Oncology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania; Department of Radiation Oncology, Columbia University Medical Center, New York, New York.",Stephen M,Hahn,Robert L,Stetson,Joseph S,Friedberg,Taine T V,Pechet,David J,Sher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
who will benefit most from hydrogel rectum spacer implantation in prostate cancer radiotherapy? a model-based approach for patient selection,https://pubmed.ncbi.nlm.nih.gov/27647458/,16,09,2016,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,121,1,1879-0887,Ben G L,Vanneste,"Department of Radiation Oncology (MAASTRO Clinic), Maastricht University Medical Center, The Netherlands. Electronic address: ben.vanneste@maastro.nl.",Aswin L,Hoffmann,Emile N,van Lin,Lien,Van De Voorde,Michael,Pinkawa,Philippe,Lambin,,,,,"Department of Radiation Oncology (MAASTRO Clinic), Maastricht University Medical Center, The Netherlands; Institute of Radiooncology, Helmholtz-Zentrum Dresden-Rossendorf, Germany; Department of Radiotherapy and Radiooncology, University Hospital Carl Gustav Carus at the Technische Universität Dresden, Germany.","Department of Radiation Oncology (MAASTRO Clinic), Maastricht University Medical Center, The Netherlands.","Department of Radiation Oncology (MAASTRO Clinic), Maastricht University Medical Center, The Netherlands.",,,,,,,,,,,,,,,"Department of Radiation Oncology, University Hospital RWTH Aachen, Germany.","Department of Radiation Oncology (MAASTRO Clinic), Maastricht University Medical Center, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a prospective study comparing the predictions of doctors versus models for treatment outcome of lung cancer patients: a step toward individualized care and shared decision making,https://pubmed.ncbi.nlm.nih.gov/24846083/,17,05,2014,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,112,1,1879-0887,Cary,Oberije,"Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands. Electronic address: cary.oberije@maastro.nl.",Georgi,Nalbantov,Andre,Dekker,Liesbeth,Boersma,Jacques,Borger,Bart,Reymen,Angela,van Baardwijk,Rinus,Wanders,"Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.",Dirk,De Ruysscher,Ewout,Steyerberg,Anne-Marie,Dingemans,Philippe,Lambin,,,,,,,"Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology, University Hospital Leuven/KU Leuven, Belgium.","Department of Public Health, Erasmus Medical Center, Rotterdam, The Netherlands.","Department of Pulmonology, GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Centre, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
factors affecting management decisions in rectal cancer in clinical practice: results from a national survey,https://pubmed.ncbi.nlm.nih.gov/21057971/,06,11,2010,Techniques in coloproctology,15,1,1128-045X,A,Habr-Gama,"Department of Gastroenterology, University of São Paulo School of Medicine, Rua Manuel da Nóbrega, 1564, São Paulo, SP 04001-005, Brazil.",R O,Perez,G P,São Julião,I,Proscurshim,S C,Nahas,J,Gama-Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
refining patient selection for reirradiation of head and neck squamous carcinoma in the imrt era: a multi-institution cohort study by the miri collaborative,https://pubmed.ncbi.nlm.nih.gov/28865925/,17,06,2017,"International journal of radiation oncology, biology, physics",100,3,1879-355X,Matthew C,Ward,"Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio. Electronic address: mward@sero.net.",Nadeem,Riaz,Jimmy J,Caudell,Neal E,Dunlap,Derek,Isrow,Sara J,Zakem,Joshua,Dault,Musaddiq J,Awan,"Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York.","Department of Radiation Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida.","Department of Radiation Oncology, University of Louisville, Louisville, Kentucky.",John A,Vargo,Dwight E,Heron,Kristin A,Higgins,Jonathan J,Beitler,Samuel,Marcrom,Drexell H,Boggs,Multi-Institution Reirradiation (MIRI) Collaborative,,"Department of Radiation Oncology, Henry Ford Health System, Detroit, Michigan.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Internal Medicine, Virginia Commonwealth University, Richmond, Virginia.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, University of Pittsburgh Medical Center Hillman Cancer Center, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, University of Pittsburgh Medical Center Hillman Cancer Center, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, Winship Cancer Institute of Emory University, Atlanta, Georgia.","Department of Radiation Oncology, Winship Cancer Institute of Emory University, Atlanta, Georgia.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.",Comron,Hassanzadeh,Chandana A,Reddy,James A,Bonner,Min,Yao,Mitchell,Machtay,Farzan,Siddiqui,Andy M,Trotti,Nancy Y,Lee,"School of Medicine, University of Missouri, Kansas City, Missouri.","Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.",Shlomo A,Koyfman,,,,,,,,,,,,,,,,,,,,,"Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, Henry Ford Health System, Detroit, Michigan.","Department of Radiation Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida.","Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York.","Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio."
evaluating pet-ct in routine surveillance and follow-up after treatment for cervical cancer: a cost-effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/24299112/,03,12,2013,BJOG : an international journal of obstetrics and gynaecology,121,4,1471-0528,P,Auguste,"Health Economics Unit, University of Birmingham, Birmingham, UK.",P,Barton,C,Meads,C,Davenport,S,Małysiak,M,Kowalska,A,Zapalska,P,Guest,,,,P,Martin-Hirsch,E,Borowiack,K,Khan,S,Sundar,T,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partial-breast irradiation versus whole-breast irradiation for early-stage breast cancer: a cost-effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/18963542/,27,10,2008,"International journal of radiation oncology, biology, physics",74,2,1879-355X,David J,Sher,"Harvard Radiation Oncology Program, Boston, MA, USA.",Eve,Wittenberg,W Warren,Suh,Alphonse G,Taghian,Rinaa S,Punglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy as sole adjuvant treatment for older patients with low-risk breast cancer,https://pubmed.ncbi.nlm.nih.gov/22763240/,02,07,2012,"Breast (Edinburgh, Scotland)",21,5,1532-3080,G A,Walker,"Department of Clinical Oncology, Nottingham City Hospital, Hucknall Road, Nottingham NG5 1PB, United Kingdom. georgiewalker@doctors.org.uk",O,Kaidar-Person,A,Kuten,D A L,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimization of radiotherapy fractionation schedules based on radiobiological functions,https://pubmed.ncbi.nlm.nih.gov/28830219/,22,08,2017,The British journal of radiology,90,1079,1748-880X,Fernando,Pizarro,"1 Department of Medical Physics, University Hospital of Burgos, Burgos, Spain.",Araceli,Hernández,,,,,,,,,,,,,"2 Department of Medical Physics, Clinical Hospital of Zaragoza, Zaragoza, Spain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
